"","p_value"
"ube2u",0.769025830258303
"ube2v1",0.918328909405655
"ube2v2",1
"ube2w",0.979099823321555
"ube2z",0.602827272727273
"ube3a",0.991896915584416
"ube3b",1
"ube3c",1
"ube4a",0.938765765765766
"ube4b",0.929738276990185
"ubfd1",0.973779981965735
"ubiad1",0.979250109505037
"ubl3",0.861181818181818
"ubl4a",1
"ubl5",1
"ubl7",1
"ublcp1",1
"ubn1",0.861522340846184
"ubn2",0.933704847007853
"ubox5",1
"ubp1",1
"ubqln1",0.820216996258685
"ubqln2",0.105843575418994
"ubqln4",1
"ubr1",1
"ubr2",1
"ubr3",0.919241748942172
"ubr4",0.921353828954723
"ubr5",1
"ubr7",0.997936012485369
"ubtd1",1
"ubtf",0.735118165784832
"ubxn1",1
"ubxn2a",0.986729554486509
"ubxn2b",0.851505617977528
"ubxn4",1
"ubxn6",1
"ubxn7",0.722281524926686
"ubxn8",1
"uchl3",1
"uchl5",1
"uck1",1
"uck2",1
"uckl1",1
"ucp2",0.858971770744226
"uevld",0.716366169154229
"ufc1",1
"ufd1l",1
"ufl1",0.829064147190453
"ufm1",1
"ufsp1",1
"ufsp2",1
"ugcg",0.884238060781476
"ugdh",0.769025830258303
"uggt1",0.916561651917404
"ugp2",1
"ugt2a3",1
"ugt2b1",0.850251133272892
"ugt2b34",0.991896915584416
"ugt2b35",0.5759584
"ugt2b36",0.690086092715232
"ugt2b37",1
"ugt2b38",0.835717886572952
"ugt2b5",0
"ugt3a1",1
"ugt3a2",0.861522340846184
"uhmk1",0.905831729276622
"uhrf1bp1",0.825427985648385
"uhrf1bp1l",0.797588681849551
"uhrf2",0.86047068538398
"uimc1",1
"ulk1",0.972143671607754
"ulk2",0.637252263906856
"ulk3",0.903615287428932
"umad1",0.882987889908257
"umps",0.910976262933658
"unc119",1
"unc119b",0.769025830258303
"unc13b",1
"unc45a",1
"unc50",0.980675946063506
"unc93b1",1
"ung",0.997936012485369
"unk",0.988960953555281
"unkl",1
"uox",1
"upb1",1
"upf1",1
"upf2",0.981022653721683
"upf3a",1
"upf3b",1
"upp2",0.850251133272892
"uqcc1",0.885769450392577
"uqcc2",1
"uqcc3",1
"uqcr10",1
"uqcr11",1
"uqcrb",1
"uqcrc1",1
"uqcrc2",0.716366169154229
"uqcrfs1",1
"uqcrh",1
"uqcrq",1
"urad",0.769025830258303
"urah",1
"urb1",1
"urb2",1
"urgcp",0.711958246346555
"uri1",1
"urm1",0.730062030075188
"uroc1",1
"urod",0.663567632850242
"uros",0.748916736753574
"usb1",0.303621794871795
"use1",0.870491891891892
"usf1",1
"usf2",0.86047068538398
"usf3",0.730062030075188
"usmg5",1
"uso1",0.869894163424124
"usp1",0.443700234192037
"usp10",0.979751691032075
"usp12",0.983742274542779
"usp14",0.954458438287154
"usp15",0.968400468933177
"usp16",0.413868932038835
"usp18",0.968400468933177
"usp19",1
"usp2",1
"usp21",1
"usp22",0.903615287428932
"usp24",0.921353828954723
"usp25",0.588385093167702
"usp28",1
"usp3",0.896478507164279
"usp30",0.336319526627219
"usp31",1
"usp32",0.896478507164279
"usp33",0.986729554486509
"usp34",1
"usp36",0.851505617977528
"usp37",0.949237218813906
"usp38",0.648342205323194
"usp39",0.983742274542779
"usp4",0.609374269005848
"usp40",0.741715744680851
"usp42",0.909967980295566
"usp45",0.105843575418994
"usp46",0.829064147190453
"usp47",0.810152718387294
"usp48",0.919241748942172
"usp5",1
"usp50",0.950435956200662
"usp53",0.903615287428932
"usp6nl",1
"usp7",1
"usp8",0.993551537070524
"usp9x",1
"uspl1",0.896006854009596
"utp11l",1
"utp14a",0.741715744680851
"utp14b",1
"utp15",1
"utp18",1
"utp20",1
"utp23",0.663567632850242
"utp3",1
"utp6",0.972143671607754
"utrn",1
"uty",0.949237218813906
"uvrag",0.900440349175558
"uvssa",0.914556615017878
"uxs1",1
"uxt",1
"vac14",0.177065420560748
"vamp2",0.871414334994251
"vamp3",0.998127138413686
"vamp4",1
"vamp5",1
"vamp7",1
"vamp8",0.741715744680851
"vangl1",0.84421669793621
"vapa",0.801883765003159
"vapb",0.905831729276622
"vars",0.177065420560748
"vars2",1
"vasn",0.86047068538398
"vasp",0.885769450392577
"vat1",0.919241748942172
"vav2",1
"vbp1",1
"vcam1",1
"vcl",1
"vcp",0
"vcpip1",0.858992372881356
"vcpkmt",1
"vdac1",1
"vdac2",1
"vdac3",0.801561538461539
"vdac3-ps1",0.857100387763895
"vegfa",0.829064147190453
"vegfb",1
"vegfc",1
"vezf1",0.848974851394604
"vezt",0.834217221135029
"vgll4",1
"vhl",0.988418196994992
"vimp",1
"vipas39",0.813085243974133
"vkorc1",1
"vkorc1l1",1
"vma21",0.973779981965735
"vma21-ps",1
"vmac",1
"vmo1",0.825020217729394
"vmp1",0.656544554455446
"vnn1",0.623736625514403
"vnn3",0.835717886572952
"vprbp",1
"vps11",0.893741241762053
"vps13a",1
"vps13b",0.825020217729394
"vps13c",0.84421669793621
"vps13d",1
"vps16",0.896478507164279
"vps18",0.928623767798467
"vps25",1
"vps26a",0.961536338999754
"vps26b",0.861522340846184
"vps29",1
"vps33a",0.883134741442098
"vps33b",0.57028093645485
"vps35",1
"vps36",1
"vps37a",1
"vps37b",0.914556615017878
"vps37c",1
"vps39",0.527324055666004
"vps41",0.627350993377483
"vps45",1
"vps4a",0.87529955290611
"vps4b",0.86047068538398
"vps50",1
"vps51",1
"vps52",0.733393548387097
"vps53",0.972143671607754
"vps54",1
"vps72",1
"vps9d1",0.733393548387097
"vrk1",1
"vrk3",0.834217221135029
"vsig4",0.935417667467307
"vta1",1
"vti1a",0.912785305630834
"vti1b",1
"vtn",0
"vwa5a",0.105843575418994
"vwa8",0.84403981042654
"vwa9",0.703191940615058
"vwce",1
"wac",0.532191011235955
"wapl",0.837593464680442
"wars",0.57028093645485
"wars2",0.910753827311696
"wasf1",0.748916736753574
"wasf2",1
"wash1",1
"wasl",0.715308163265306
"wbp1",0.918328909405655
"wbp11",0.853274158285964
"wbp1l",1
"wbp2",1
"wbp4",1
"wbp5",1
"wbscr16",0.816548827059465
"wbscr17",0.983742274542779
"wbscr22",1
"wbscr27",1
"wdfy1",1
"wdfy3",0.961130908191042
"wdr1",1
"wdr11",0.9523248295024
"wdr12",0.993121635296499
"wdr13",0.983742274542779
"wdr18",0.86047068538398
"wdr20",0.861181818181818
"wdr24",1
"wdr26",0.816168868466399
"wdr3",0.916561651917404
"wdr33",0.912785305630834
"wdr34",0.547176895306859
"wdr36",0.869894163424124
"wdr37",1
"wdr4",0.857100387763895
"wdr41",0.905831729276622
"wdr43",0.648342205323194
"wdr44",0.871573152337858
"wdr45",1
"wdr45b",0.983742274542779
"wdr46",0.878105302187616
"wdr48",1
"wdr5",0.859734453781513
"wdr53",0.867585909980431
"wdr55",0.834217221135029
"wdr59",0.923294346978557
"wdr6",0.559170138888889
"wdr61",1
"wdr7",1
"wdr70",0.966955401860243
"wdr73",1
"wdr74",1
"wdr75",0.918328909405655
"wdr77",0.993537716821299
"wdr81",0.871414334994251
"wdr82",1
"wdr83",1
"wdr83os",1
"wdr89",1
"wdr91",0.733393548387097
"wdr92",1
"wdtc1",0
"wdyhv1",0.825427985648385
"wfdc17",0.861522340846184
"wfdc2",0.985033123689727
"wfdc21",1
"wfs1",0.656544554455446
"whamm",0.484759061833689
"whsc1",0.861181818181818
"whsc1l1",1
"wipf2",0.177065420560748
"wipf3",0.602827272727273
"wipi1",0.981022653721683
"wipi2",1
"wiz",0.917894400928344
"wnk1",0.979175280404662
"wnt5b",1
"wrap53",1
"wrap73",1
"wrb",1
"wrn",1
"wrnip1",1
"wsb1",1
"wsb2",1
"wtap",1
"wwc1",0.901900289482149
"wwc2",0.735118165784832
"wwox",0.816168868466399
"wwp1",0.390639175257732
"wwp2",0.889766242937853
"wwtr1",1
"xab2",0.79109271054494
"xaf1",1
"xbp1",1
"xdh",1
"xiap",1
"xk",0.825020217729394
"xkr8",0.966955401860243
"xkr9",1
"xlr3a",0.816548827059465
"xndc1",0.637252263906856
"xpa",1
"xpc",0.929738276990185
"xpnpep1",0.177065420560748
"xpnpep3",0.769025830258303
"xpo1",0.973779981965735
"xpo4",0.799831134564644
"xpo6",0.981022653721683
"xpo7",1
"xpot",0.981022653721683
"xpr1",0.5759584
"xrcc1",1
"xrcc4",0.390639175257732
"xrcc5",1
"xrcc6",1
"xrcc6bp1",0.983524460585345
"xrn1",1
"xrn2",0.988452712533777
"xylb",0.801561538461539
"xylt2",1
"yae1d1",1
"yaf2",1
"yap1",0.816548827059465
"yars",1
"yars2",0.627350993377483
"ybey",0.896478507164279
"ybx1",1
"ybx3",1
"yeats2",0.896478507164279
"yeats4",0.935417667467307
"yes1",1
"yif1a",0.935417667467307
"yif1b",0.844389972144847
"yipf1",0.971701471941122
"yipf2",1
"yipf3",0.977939299955693
"yipf4",1
"yipf5",0.804702061211743
"yipf6",1
"ykt6",0.669469964664311
"ylpm1",1
"yme1l1",1
"yod1",1
"ypel2",0.917894400928344
"ypel3",1
"ypel5",1
"yrdc",0.779727075812274
"ythdc1",1
"ythdc2",1
"ythdf1",0.903615287428932
"ythdf2",0.816168868466399
"ythdf3",0.889766242937853
"ywhab",0.961536338999754
"ywhae",1
"ywhag",0.769025830258303
"ywhah",1
"ywhaq",1
"ywhaz",0.834217221135029
"yy1",0.84403981042654
"zadh2",1
"zak",0.871573152337858
"zap70",1
"zbed4",1
"zbed5",1
"zbp1",1
"zbtb1",0.627350993377483
"zbtb10",0.903615287428932
"zbtb11",0.948767165720186
"zbtb11os1",1
"zbtb14",0.885769450392577
"zbtb16",1
"zbtb17",0.527324055666004
"zbtb18",1
"zbtb20",1
"zbtb21",0.303621794871795
"zbtb22",1
"zbtb24",0.990818293683347
"zbtb26",0.669469964664311
"zbtb33",0.996369315935152
"zbtb34",0.9523248295024
"zbtb38",0.878105302187616
"zbtb4",1
"zbtb40",1
"zbtb41",1
"zbtb42",0.968400468933177
"zbtb43",0.816168868466399
"zbtb44",1
"zbtb48",0.973779981965735
"zbtb5",0.919241748942172
"zbtb6",0.957012253063266
"zbtb7a",1
"zbtb7b",0.84421669793621
"zbtb7c",0.983524460585345
"zbtb8a",0.86047068538398
"zbtb8b",0.966955401860243
"zbtb8os",1
"zc3h10",0.966955401860243
"zc3h11a",0.769025830258303
"zc3h12c",0.797588681849551
"zc3h13",1
"zc3h14",0.816548827059465
"zc3h15",1
"zc3h18",0.966955401860243
"zc3h3",1
"zc3h4",0.983742274542779
"zc3h7a",1
"zc3h7b",1
"zc3h8",0.983524460585345
"zc3hav1",1
"zc3hc1",1
"zcchc10",0.858992372881356
"zcchc11",0.931095845777899
"zcchc14",1
"zcchc17",1
"zcchc2",0.851505617977528
"zcchc24",1
"zcchc6",0.903615287428932
"zcchc7",1
"zcchc8",0.366359116022099
"zcchc9",1
"zcrb1",1
"zcwpw1",1
"zdhhc12",0.871414334994251
"zdhhc13",0.903615287428932
"zdhhc14",1
"zdhhc16",1
"zdhhc17",0.976816857206904
"zdhhc18",0.816168868466399
"zdhhc2",1
"zdhhc20",0.901900289482149
"zdhhc21",1
"zdhhc3",1
"zdhhc4",0.871414334994251
"zdhhc5",1
"zdhhc6",0.919241748942172
"zdhhc7",1
"zdhhc9",1
"zeb1",1
"zer1",1
"zfand1",0.966955401860243
"zfand2a",0.81100594530321
"zfand2b",0.821561078794289
"zfand3",0.935417667467307
"zfand4",0.804702061211743
"zfand5",0.898599668325041
"zfand6",1
"zfc3h1",1
"zfhx2",0.899826400262037
"zfhx3",0.905831729276622
"zfhx4",0.912785305630834
"zfos1",0.627350993377483
"zfp1",1
"zfp101",0.844389972144847
"zfp106",0.825427985648385
"zfp110",0.656544554455446
"zfp111",0.722281524926686
"zfp113",0.966955401860243
"zfp119a",0.983742274542779
"zfp119b",1
"zfp12",0.916561651917404
"zfp120",0.993121635296499
"zfp131",1
"zfp141",1
"zfp142",1
"zfp143",1
"zfp148",0.853274158285964
"zfp157",0.873120269763957
"zfp160",0.804702061211743
"zfp180",0.921353828954723
"zfp189",1
"zfp2",0.998703875968992
"zfp207",0.988452712533777
"zfp212",1
"zfp213",0.233901234567901
"zfp217",0.914556615017878
"zfp219",0.939594332196274
"zfp229",0.614609308885755
"zfp235",1
"zfp236",1
"zfp24",0.991896915584416
"zfp26",1
"zfp260",1
"zfp263",1
"zfp266",0.973779981965735
"zfp27",0.979250109505037
"zfp273",0.882987889908257
"zfp275",0.993551537070524
"zfp276",1
"zfp277",0.871414334994251
"zfp280b",1
"zfp280c",0.998703875968992
"zfp280d",1
"zfp281",0.588385093167702
"zfp282",0.703191940615058
"zfp292",0.67586421173763
"zfp30",0.993537716821299
"zfp317",0.57028093645485
"zfp318",1
"zfp322a",0.271627240143369
"zfp324",1
"zfp326",0.977939299955693
"zfp329",0.683508455467869
"zfp330",0.851600356030263
"zfp335",0.867585909980431
"zfp341",0.903615287428932
"zfp346",1
"zfp35",1
"zfp358",0.797588681849551
"zfp36",0.979250109505037
"zfp362",0.909967980295566
"zfp367",0.648342205323194
"zfp369",0.5759584
"zfp36l1",1
"zfp36l2",0.986729554486509
"zfp383",1
"zfp385a",1
"zfp385b",1
"zfp386",1
"zfp39",0.942611617608752
"zfp395",0.754146222583266
"zfp397",0.969433177570094
"zfp398",1
"zfp407",0.912785305630834
"zfp410",0.878105302187616
"zfp422",0.920949143017701
"zfp426",0.821561078794289
"zfp428",1
"zfp433",0.927244432224361
"zfp444",0.979175280404662
"zfp451",0.769025830258303
"zfp467",1
"zfp472",1
"zfp507",1
"zfp511",1
"zfp512",0.983524460585345
"zfp512b",1
"zfp513",1
"zfp516",1
"zfp518a",1
"zfp518b",0.817078167115903
"zfp523",1
"zfp524",0.966955401860243
"zfp53",0.81100594530321
"zfp560",0.977939299955693
"zfp568",0.532191011235955
"zfp574",1
"zfp579",1
"zfp58",1
"zfp592",0.988960953555281
"zfp593",1
"zfp595",1
"zfp597",0.797588681849551
"zfp598",0.979751691032075
"zfp60",0.912785305630834
"zfp605",0.779727075812274
"zfp606",0.733393548387097
"zfp612",0.885769450392577
"zfp617",1
"zfp62",0.976816857206904
"zfp622",1
"zfp623",0.983742274542779
"zfp626",1
"zfp637",1
"zfp638",1
"zfp639",1
"zfp64",1
"zfp644",0.711958246346555
"zfp646",0.271627240143369
"zfp65",0.801883765003159
"zfp652",0.770498184458969
"zfp653",0.816548827059465
"zfp654",1
"zfp655",0.748916736753574
"zfp661",0.900440349175558
"zfp664",0.997936012485369
"zfp667",0.623736625514403
"zfp672",1
"zfp68",0.957012253063266
"zfp687",0.909967980295566
"zfp691",0.893741241762053
"zfp692",0.820216996258685
"zfp697",0
"zfp703",0.816548827059465
"zfp704",0.86047068538398
"zfp706",1
"zfp707",1
"zfp709",0.973779981965735
"zfp710",0.973779981965735
"zfp715",1
"zfp719",0.966955401860243
"zfp729a",0.977939299955693
"zfp729b",1
"zfp738",1
"zfp74",0.853274158285964
"zfp740",0.816168868466399
"zfp746",0.900440349175558
"zfp748",1
"zfp750",1
"zfp758",1
"zfp760",0.893367097450227
"zfp768",0.233901234567901
"zfp770",0.648342205323194
"zfp771",0.820216996258685
"zfp775",1
"zfp777",0.998127138413686
"zfp780b",1
"zfp787",0.905831729276622
"zfp788",0.993963155786944
"zfp790",1
"zfp799",1
"zfp800",0.972143671607754
"zfp809",0.972143671607754
"zfp81",0.896006854009596
"zfp810",1
"zfp821",1
"zfp825",0.949237218813906
"zfp830",1
"zfp839",1
"zfp84",0.985033123689727
"zfp846",1
"zfp865",1
"zfp866",0.896006854009596
"zfp868",0.938765765765766
"zfp87",0.769025830258303
"zfp870",0.896478507164279
"zfp871",0.884238060781476
"zfp874a",0.816548827059465
"zfp874b",0.882987889908257
"zfp9",1
"zfp91",1
"zfp931",1
"zfp932",1
"zfp933",0.997936012485369
"zfp938",0.983742274542779
"zfp942",0.908610767326733
"zfp943",0.821561078794289
"zfp944",0.873120269763957
"zfp945",1
"zfp946",1
"zfp948",0.917894400928344
"zfp949",0.233901234567901
"zfp950",1
"zfp952",0.443700234192037
"zfp953",0.997936012485369
"zfp956",0.905831729276622
"zfp961",0.873120269763957
"zfp963",0.663567632850242
"zfpl1",1
"zfpm1",1
"zfr",0.979175280404662
"zfx",0.703191940615058
"zfyve1",1
"zfyve16",0.973779981965735
"zfyve19",1
"zfyve21",1
"zfyve26",0.893367097450227
"zfyve27",1
"zfyve9",1
"zgpat",0.881209302325581
"zhx1",1
"zhx2",0.837593464680442
"zhx3",0.977939299955693
"zkscan1",1
"zkscan14",0.968400468933177
"zkscan17",1
"zkscan3",1
"zkscan5",1
"zkscan8",0.985033123689727
"zmat1",0.303621794871795
"zmat2",1
"zmat3",1
"zmat5",1
"zmiz1",0.993551537070524
"zmiz2",0.703191940615058
"zmpste24",1
"zmym2",0.768081081081081
"zmym3",1
"zmym4",0.905831729276622
"zmym5",1
"zmynd11",0.390639175257732
"zmynd19",1
"zmynd8",1
"znfx1",0.507830927835052
"znhit1",1
"znhit2",1
"znhit3",0.900440349175558
"znhit6",0.233901234567901
"znrd1",1
"znrd1as",0.988960953555281
"znrf1",0.871573152337858
"znrf2",1
"znrf3",0.797588681849551
"zpr1",1
"zranb1",0.958633599202393
"zranb2",1
"zranb3",1
"zrsr1",0.873120269763957
"zrsr2",0.991896915584416
"zscan12",1
"zscan21",0.233901234567901
"zscan22",1
"zscan26",0.739436253252385
"zscan29",0.912785305630834
"zswim1",1
"zswim4",0.966955401860243
"zswim7",0.735118165784832
"zswim8",1
"zw10",1
"zwint",1
"zxdb",0.900440349175558
"zxdc",0.983742274542779
"zyg11b",0.887463449254791
"zyx",0.805964241676942
"zzef1",0.816548827059465
"zzz3",0.905831729276622
"l7rn6",1
"mt-atp6",0
"mt-atp8",0.857100387763895
"mt-co1",0
"mt-co2",0
"mt-co3",0
"mt-cytb",0
"mt-nd1",0
"mt-nd2",0
"mt-nd3",0
"mt-nd4",0
"mt-nd4l",0
"mt-nd5",0
"mt-nd6",0.884238060781476
